id,transactionId,deliveryDate,deliveryLocation,numberOfShipments,nopol,notes,status,geom,createdAt,updatedAt,details
5c2650fe-06b9-4353-a2ed-d83e1a7dcf15,e35f0e69-bb0c-4a11-b65d-d2e74a3beda8,2026-03-16 00:00:00,"KANGGOTAN, PLERET, PLERET, BANTUL , DIY",6,AB 8446 AY,,DELIVERED,,2026-03-16 07:06:51.706,2026-03-16 07:06:51.883,Auto generated dari transaksi TRX-2026-00178. Driver: AGUS SUYANTO
a8612239-41ea-460d-b20c-6bcefdc53521,b2042c1c-7dd9-4f7c-a9ba-6afc849fd5b5,2026-03-16 00:00:00,"JL. KALIURANG SUKANAN, PAKEMBINANGUN, PAKEM, SLEMAN",2,AB 8098 PK,,DELIVERED,,2026-03-16 09:04:28.391,2026-03-16 09:04:28.553,Auto generated dari transaksi TRX-2026-00179. Driver: AKHMAD KHOIRUL BARIUSYAFI
d0516e98-bd6c-4269-8e16-e14459ac0ea0,254715c9-b48c-44b6-82a3-8eaf7ebc0386,2026-03-16 00:00:00,"JL. KALIURANG SUKANAN, PAKEMBINANGUN, PAKEM, SLEMAN",13,AB 8098 PK,,DELIVERED,,2026-03-16 09:14:29.442,2026-03-16 09:14:29.678,Auto generated dari transaksi TRX-2026-00180. Driver: AKHMAD KHOIRUL BARIUSYAFI
d4affae1-ae5f-40b6-bfa4-8c2390ffd0f9,eeaf1d97-289d-4521-845f-c6ad9860227d,2026-03-16 00:00:00,TEMPEL,200,AB 8839 UF,120ml : 200,DELIVERED,,2026-03-16 11:34:28.234,2026-03-16 11:34:28.416,Auto generated dari transaksi TRX-2026-00181. Driver: LATHIEF NUR S
c4cfdf76-5993-4ab6-b126-1f77c534d8d9,ce556460-7994-4cd5-b714-fb38f721855b,2026-03-16 00:00:00,KADISONO,100,AB 8839 UF,120ml : 100,DELIVERED,,2026-03-16 11:35:14.008,2026-03-16 11:35:14.211,Auto generated dari transaksi TRX-2026-00182. Driver: LATHIEF NUR S
72cc4fbe-f268-4c29-8584-c426b49ec76e,7468d4ad-628b-4bc5-9986-fa0879b1141a,2026-03-16 00:00:00,BALERANTE,100,AB 8839 UF,120ml : 100,DELIVERED,,2026-03-16 11:35:57.9,2026-03-16 11:35:58.066,Auto generated dari transaksi TRX-2026-00183. Driver: LATHIEF NUR S
8782a854-099c-4a87-ba0d-2fec679ae601,b3b6e80a-d9ff-4b57-809a-53a37f915c63,2026-03-16 00:00:00,BALERANTE,100,AB 8839 UF,120ml : 100,DELIVERED,,2026-03-16 11:36:34.845,2026-03-16 11:36:34.97,Auto generated dari transaksi TRX-2026-00184. Driver: LATHIEF NUR S
6b6120c3-d46a-41af-bf19-1e281863a89c,0cc29fa0-2d27-4902-9844-57de619789bb,2026-03-16 00:00:00,SEDOGAN,10,AB 8839 UF,120ml : 10,DELIVERED,,2026-03-16 11:37:52.549,2026-03-16 11:37:52.678,Auto generated dari transaksi TRX-2026-00186. Driver: LATHIEF NUR S
cddae69f-e5c5-44dc-8bc0-3b3f0b033ff3,e0257d04-ac6e-4c8f-b598-815467b6daaf,2026-03-16 00:00:00,KEPITU,10,AB 8839 UF,120ml : 10 220ml : 5,DELIVERED,,2026-03-16 11:38:40.89,2026-03-16 11:38:41.069,Auto generated dari transaksi TRX-2026-00187. Driver: LATHIEF NUR S
231dfcfa-9bb9-4c43-bb90-b1961e72b3c8,3f1a88d9-c5bb-4cc1-9bec-92207ad3cba9,2026-03-16 00:00:00,BANTARAN,15,AB 8839 UF,600ml : 15,DELIVERED,,2026-03-16 11:39:46.215,2026-03-16 11:39:46.362,Auto generated dari transaksi TRX-2026-00189. Driver: LATHIEF NUR S
ba8fab0c-5620-4fbc-b990-6180b509e2b2,d06dbad7-0928-449d-b871-783d337fc47e,2026-03-16 00:00:00,KEPITU,5,AB 8839 UF,120ml : 10 220ml : 5,DELIVERED,,2026-03-16 11:38:40.911,2026-03-16 11:39:59.408,Auto generated dari transaksi TRX-2026-00188. Driver: LATHIEF NUR S
2ba497e6-ae15-4ea1-a52b-7edea4c53a7d,56da62e5-7559-445d-a436-21adebfefaa3,2026-04-09 00:00:00,"JL PATANG PULUHAN NO 28, PATANG PULUHAN, WIROBRAJAN, YOGYAKARTA, DIY",2,AB 8446 AY,,DELIVERED,,2026-04-09 03:01:18.521,2026-04-09 03:01:18.644,Auto generated dari transaksi TRX-2026-00190. Driver: AGUS SUYANTO
0aff2445-bbe7-413f-93f2-5d5915da6055,9b2b693d-0c7f-4cac-9265-0276e3c19e25,2026-04-09 00:00:00,"Sungapan Dukuh RT. 64, Sungapan Dukuh, Argodadi, Kec. Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752",46,T 8290 TQ,,DELIVERED,,2026-04-09 03:16:34.941,2026-04-09 03:16:35.098,Auto generated dari transaksi TRX-2026-00191. Driver: BRUSLI STEVANGGIH
2391a684-07b9-49c0-a290-ed3e17cebd88,05268a80-65e4-4ca7-9eb7-0d29dd1ebe1e,2026-04-09 00:00:00,"JL PARANGTRITIS NO 67, BRONTOKUSUMAN, MERGANGSAN, YOGYAKARTA, DIY",3,AB 8446 AY,,DELIVERED,,2026-04-09 03:41:47.457,2026-04-09 03:41:47.636,Auto generated dari transaksi TRX-2026-00194. Driver: AGUS SUYANTO
10292d33-f330-454b-8c2e-64fc44d0202d,c62753b3-ade1-4678-95d8-de2c7d73e547,2026-04-09 00:00:00,"Jl. Bantul No.85, Glondong, Tirtonirmolo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55814",6,AB 8446 AY,,DELIVERED,,2026-04-09 03:44:56.283,2026-04-09 03:44:56.422,Auto generated dari transaksi TRX-2026-00195. Driver: AGUS SUYANTO
69032f1c-f34f-4b43-a052-a2254a0ec276,6b196e57-6393-4bbf-8de6-e994df2dcb18,2026-04-09 00:00:00,"JL BANTUL NO 133, AREA SAWAH, PENDOWOHARJO, SEWON, BANTUL, DIY",2,AB 8446 AY,,DELIVERED,,2026-04-09 03:53:15.959,2026-04-09 03:53:16.115,Auto generated dari transaksi TRX-2026-00196. Driver: AGUS SUYANTO
effe2698-a2fb-4772-876b-b2aa15e133bd,2be3e34e-f7d8-4a90-8db4-0906bc258db1,2026-04-09 00:00:00,"RUKO TEMBI, JL PARANGTRITIS NO KM8, GATAK, TIMBULHARJO, SEWON, BANTUL",10,AB 8446 AY,,DELIVERED,,2026-04-09 04:39:23.358,2026-04-09 04:39:23.521,Auto generated dari transaksi TRX-2026-00198. Driver: AGUS SUYANTO
3f8a9d5a-24cb-4bf2-81d9-5b4a69128c9e,8c5d92e1-a13e-4374-a7e2-2ccd59b7dd02,2026-04-09 00:00:00,"Jl. Jogja - Solo No.KM.12, RW.5, Kringinan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",14,AB 9223 SE,,PENDING,,2026-04-09 05:20:31.731,2026-04-09 05:20:31.731,Auto generated dari transaksi TRX-2026-00201. Driver: FITRI RESTANTO
e51e865d-8ade-4df3-934b-03881f32acff,45348f6d-c077-4c34-bf0f-1d961812dc24,2026-04-09 00:00:00,"Jl. Cangkringan, Bayen, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",43,AB 9223 SE,,DELIVERED,,2026-04-09 04:41:18.029,2026-04-09 04:46:00.937,Auto generated dari transaksi TRX-2026-00199. Driver: FITRI RESTANTO
2f053159-8182-4fd3-aedb-30165e518e7f,8b9e156e-b214-49aa-bb6f-c040d63eb78a,2026-04-09 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",3,AB 9223 SE,,PENDING,,2026-04-09 07:14:47.391,2026-04-09 07:14:47.391,Auto generated dari transaksi TRX-2026-00210. Driver: FITRI RESTANTO
a12404d5-8cb2-4497-8a32-e8842ede6c03,d3e1b564-47d8-4528-a3af-70679ae449f0,2026-04-09 00:00:00,"JL PARANGTRITIS NO KM 11, MANDING, SABDODADI, BANTUL, BANTUL, DIY",5,AB 8446 AY,,DELIVERED,,2026-04-09 04:59:00.977,2026-04-09 05:23:11.259,Auto generated dari transaksi TRX-2026-00200. Driver: AGUS SUYANTO
07d5f56f-ff4a-4e9f-a12c-c28f0be54727,e1ae7e5b-86db-49eb-8719-1bf0688b9013,2026-04-09 00:00:00,"JL. LINGKAR BANTUL NO.168,AREA SAWAH, PENDOWOHARJO,  SEWON,  BANTUL",11,AB 8446 AY,,DELIVERED,,2026-04-09 05:24:31.599,2026-04-09 05:24:31.74,Auto generated dari transaksi TRX-2026-00202. Driver: AGUS SUYANTO
47a46363-01f2-4132-8f41-800f487a0611,cd36d10a-184b-4e18-86a3-e32a5fad4829,2026-04-09 00:00:00,"Jl. Dr. Wahidin Sudiro Husodo No.70, Karangbayam, Bantul, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55711",5,AB 8446 AY,,DELIVERED,,2026-04-09 05:36:10.834,2026-04-09 05:36:11.085,Auto generated dari transaksi TRX-2026-00203. Driver: AGUS SUYANTO
f629c7d4-26e7-41d2-ab26-b9a2bad7fb48,3abc27d9-8cee-422d-a6c2-d290f7fa3544,2026-04-09 00:00:00,"Jl. Kasongan No.rt.05, Kajen, Bangunjiwo, Kasihn, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",6,AB 8446 AY,,DELIVERED,,2026-04-09 06:30:33.611,2026-04-09 06:30:33.826,Auto generated dari transaksi TRX-2026-00206. Driver: AGUS SUYANTO
a95b9282-f69f-454c-b13b-5f463eeab577,b9ab11c5-f821-4b0d-827f-c296f469272e,2026-04-09 00:00:00,"Jl. Cangkringan No.KM.1, Duri, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",11,AB 9223 SE,,PENDING,,2026-04-09 07:05:14.098,2026-04-09 07:05:14.098,Auto generated dari transaksi TRX-2026-00207. Driver: FITRI RESTANTO
4eaf0215-0651-4e48-995c-a33cc1d9f49b,f908f53a-f0db-459a-b496-181a2ea3101f,2026-04-09 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",13,AB 9223 SE,,PENDING,,2026-04-09 07:05:59.357,2026-04-09 07:05:59.357,Auto generated dari transaksi TRX-2026-00208. Driver: FITRI RESTANTO
97a28274-0ef3-4fd2-b444-62797b463ffb,e53f8c3e-b4ba-40c1-b9b9-b75f450c8051,2026-04-09 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",2,AB 9223 SE,,PENDING,,2026-04-09 07:13:40.372,2026-04-09 07:13:40.372,Auto generated dari transaksi TRX-2026-00209. Driver: FITRI RESTANTO
db5c45c3-184e-4003-ab4f-b0a6aa2b8ddf,5e9db4ee-ac6a-42e4-9e83-2e03d4d8eeca,2026-04-09 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",6,AB 9223 SE,,PENDING,,2026-04-09 07:15:26.086,2026-04-09 07:15:26.086,Auto generated dari transaksi TRX-2026-00211. Driver: FITRI RESTANTO
33272653-1c97-489c-b37e-0df1ca66e4a4,00818202-9390-460e-a45a-89a2cb100a9f,2026-04-09 00:00:00,"Jl. Tj. Tirto No.14, Jarakan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",8,AB 9223 SE,,PENDING,,2026-04-09 07:31:58.162,2026-04-09 07:31:58.162,Auto generated dari transaksi TRX-2026-00212. Driver: FITRI RESTANTO
b24dfb03-6dc7-4f8d-9069-73e4f4257704,e4decb1b-a445-4522-8e4b-2b9b2e6e314c,2026-04-09 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",8,AB 9223 SE,,PENDING,,2026-04-09 07:32:44.704,2026-04-09 07:32:44.704,Auto generated dari transaksi TRX-2026-00213. Driver: FITRI RESTANTO
03bce19d-7d5d-48c2-90c8-e02cce087a20,f7250015-6a40-4484-ab53-b1a6b62d99f4,2026-04-09 00:00:00,"Jl. Tengah Sawah, Jarakan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",8,AB 9223 SE,,PENDING,,2026-04-09 07:33:12.537,2026-04-09 07:33:12.537,Auto generated dari transaksi TRX-2026-00214. Driver: FITRI RESTANTO
3a206beb-0ca8-495f-acb7-9b99e2bb3870,1a33b7b7-4a18-4f01-a2de-e7cdea6f3ea1,2026-04-09 00:00:00,"Cikal, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",13,AB 9223 SE,,PENDING,,2026-04-09 07:40:31.277,2026-04-09 07:40:31.277,Auto generated dari transaksi TRX-2026-00215. Driver: FITRI RESTANTO
2fb4ec72-3c40-4715-998f-296f47e75388,769cebda-75ee-417d-a64d-50a5ca7aed78,2026-04-09 00:00:00,"JL Sitimulyo, Sitimulyo, Kawasan Industri Zona II Nganyang, Nganyang, Sitimulyo, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",75,AB 9223 SE,,PENDING,,2026-04-09 08:16:00.119,2026-04-09 08:16:00.119,Auto generated dari transaksi TRX-2026-00216. Driver: FITRI RESTANTO
fcb69d57-6716-407d-832f-300d1071cd46,8a806e57-4381-47c8-85d1-470bed898b81,2026-04-09 00:00:00,"Jl. Wonosari No.KM. 8, RT.24/RW.01, Potorono, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55196",40,AB 9223 SE,,PENDING,,2026-04-09 08:43:48.643,2026-04-09 08:43:48.643,Auto generated dari transaksi TRX-2026-00217. Driver: FITRI RESTANTO
07919189-d2b6-4855-8031-8e76159f443c,53c0f1f4-bd33-4213-8a45-6852a023d857,2026-04-09 00:00:00,"Jl Noyokerten, RT.04/RW.38, Noyokerten, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55166",10,AB 9223 SE,,PENDING,,2026-04-09 08:52:36.035,2026-04-09 08:52:36.035,Auto generated dari transaksi TRX-2026-00218. Driver: FITRI RESTANTO
774892a9-9d16-48f1-bbcf-b12347548610,d3dc8271-3817-4c6a-9153-65af4396aad8,2026-04-09 00:00:00,"JL. PRINGGOLAYAN NO.67, PLUMBON, BANGUNTAPAN, KEC BANGUNTAPAN, KAPUPATEN BANTUL, DIY",6,AB 8446 AY,,DELIVERED,,2026-04-09 08:56:24.616,2026-04-09 08:56:24.779,Auto generated dari transaksi TRX-2026-00219. Driver: AGUS SUYANTO
74c5acfc-1ec5-45bf-aae0-3b3fefeaa3d0,d513aaa7-a3e2-4f69-b20c-4b25ed33afcf,2026-04-09 00:00:00,"Jl. Imogiri Barat No.8, Dobalan, Timbulharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55185",4,AB 8446 AY,,DELIVERED,,2026-04-09 08:58:16.533,2026-04-09 08:58:16.717,Auto generated dari transaksi TRX-2026-00220. Driver: AGUS SUYANTO
ccfc845d-217a-4526-840e-78fc5d7de755,b91e4211-0cc4-4398-935c-52d5790bdd11,2026-04-09 00:00:00,"KANGGOTAN, PLERET, PLERET, BANTUL , DIY",5,AB 8446 AY,,DELIVERED,,2026-04-09 09:03:38.041,2026-04-09 09:03:38.176,Auto generated dari transaksi TRX-2026-00221. Driver: AGUS SUYANTO
2e741ccc-bab3-46c1-8e99-76c21fbb9d50,6fac8204-db52-4443-a6b5-543b02e3febe,2026-04-09 00:00:00,"JL PLERET, BANJARDADAP, POTORONO, BANGUNRAPAN, BANTUL , DIY",6,AB 8446 AY,,DELIVERED,,2026-04-09 09:04:40.05,2026-04-09 09:04:40.97,Auto generated dari transaksi TRX-2026-00222. Driver: AGUS SUYANTO
b34b8dd5-9a86-41b0-8c38-2ba22e96a47b,8aa054c4-8d1d-4431-9691-44efc8c97afa,2026-04-09 00:00:00,"Jl. Pleret, Balong Lor, Potorono, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55196",4,AB 8446 AY,,DELIVERED,,2026-04-09 09:05:42.341,2026-04-09 09:05:42.482,Auto generated dari transaksi TRX-2026-00223. Driver: AGUS SUYANTO
1be119c8-cb4a-47ad-8159-55e3c24f2064,2881f7ed-7d80-4151-8ca5-83ec17dcfd95,2026-04-09 00:00:00,"Jl. Berbah-Krikilan, Krikilan, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",3,AB 9223 SE,,PENDING,,2026-04-09 09:06:56.905,2026-04-09 09:06:56.905,Auto generated dari transaksi TRX-2026-00224. Driver: FITRI RESTANTO
bdbc72f8-705b-48de-ade4-f4f2268cfc77,a7634bcc-9b18-45b0-93e5-e3cb8e84137c,2026-04-09 00:00:00,Alamat tidak tersedia,6,AB 9223 SE,,PENDING,,2026-04-09 09:08:28.323,2026-04-09 09:08:28.323,Auto generated dari transaksi TRX-2026-00225. Driver: FITRI RESTANTO
46d296d1-9169-4027-a07c-9476368fe07d,b9390ab5-5281-4cb8-9a3e-68cb7e13e635,2026-04-09 00:00:00,"5FX4+W2G, Jl. Berbah - Kalasan, RT.002/RW.028, Sumber Lor, Kalitirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",14,AB 9223 SE,,PENDING,,2026-04-09 09:27:47.665,2026-04-09 09:27:47.665,Auto generated dari transaksi TRX-2026-00229. Driver: FITRI RESTANTO
4a055169-9617-4e1f-b069-e82e88e1d9e1,5e18c12e-38c9-43d0-8c18-de89fcf6e50c,2026-04-09 00:00:00,"Jl. Sampaan - Berbah, Kadisono, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",4,AB 9223 SE,,PENDING,,2026-04-09 09:28:28.654,2026-04-09 09:28:28.654,Auto generated dari transaksi TRX-2026-00230. Driver: FITRI RESTANTO
f7675de0-2d64-4ae9-a6a1-f3fc1a2cec12,d6a6b4f4-9420-4f8d-8811-ac87c14871e2,2026-04-09 00:00:00,"NANGGULAN,MAGUWOHARJO,KEC.DEPOK,KAB.SLEMAN,DIY 55281",18,AB 8839 UF,,DELIVERED,,2026-04-09 16:31:27.882,2026-04-09 16:31:28.053,Auto generated dari transaksi TRX-2026-00267. Driver: LATHIEF NUR S
97fc6670-07ca-4eb3-8093-d79382e167db,1d9a3270-b189-47d7-a2e3-702423d8e634,2026-04-09 00:00:00,"JL KALIURANG NO KM 9, NO 71, GONDANGAN, SARDONOHARJO, NGAGLIK, SLEMAN, DIY 55581",2,AB 8839 UF,,DELIVERED,,2026-04-09 16:33:06.73,2026-04-09 16:33:07.037,Auto generated dari transaksi TRX-2026-00268. Driver: LATHIEF NUR S
5ecddc02-4b65-4c68-b8bd-2e69ed3582cb,d5401c0c-45ed-4281-abf8-b6f9188b5e5e,2026-04-09 00:00:00,"JL. FLAMBOYAN NO. 45, KADIROJO II, PURWOMARTANI, KALASAN, SLEMAN",1,AB 8839 UF,,DELIVERED,,2026-04-09 16:34:02.575,2026-04-09 16:34:03.08,Auto generated dari transaksi TRX-2026-00269. Driver: LATHIEF NUR S
baef054c-1215-4b83-817c-fe76ffa1a78b,d1ce23a2-fc9d-4136-8047-03047303accd,2026-04-09 00:00:00,"JL. PANDEGA SATRIA, NO. 03, MANGGUNG CATURTUNGGAL, KEC. DEPOK, SLEMAN",9,AB 8839 UF,,DELIVERED,,2026-04-09 16:34:47.856,2026-04-09 16:34:48.138,Auto generated dari transaksi TRX-2026-00270. Driver: LATHIEF NUR S
af7218de-29f5-4cee-939a-10537a094a10,7ea4b102-d11c-4477-8de2-f21102dca89e,2026-04-09 00:00:00,"JL. PANDEGA SATRIA, NO 08, PURWOSARI, CATURTUNGGAL, DEPOK, SLEMAN",6,AB 8839 UF,,DELIVERED,,2026-04-09 16:35:24.296,2026-04-09 16:35:24.426,Auto generated dari transaksi TRX-2026-00271. Driver: LATHIEF NUR S
8bfe9268-69a6-4479-9eb5-e5c1bae3af2c,1b7d0eb4-03f8-406d-9969-f9718e5fc39c,2026-04-09 00:00:00,"Jl. Kayen Raya No.45, Kayen, Condongcatur, Kec. Depok, Kabupaten Sleman",10,AB 8839 UF,,DELIVERED,,2026-04-09 16:36:19.239,2026-04-09 16:36:19.373,Auto generated dari transaksi TRX-2026-00272. Driver: LATHIEF NUR S
4088b383-ba4b-4ebb-9d2d-1f9f6fc27943,d403ee5d-1f69-447f-8e7c-8091833c7321,2026-04-09 00:00:00,"KALASAN/JL. RAYA SOLO, SAMBILEGI KIDUL, MAGUWOHARJO",5,AB 8839 UF,,DELIVERED,,2026-04-09 16:37:07.994,2026-04-09 16:37:08.441,Auto generated dari transaksi TRX-2026-00273. Driver: LATHIEF NUR S
a2c177c7-e1be-4281-a171-f04082192ec6,796fb8df-946a-4dca-9d66-4fe002f01734,2026-04-09 00:00:00,"Jl. Wira Jaya No.315, Gejayan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",5,AB 8839 UF,,DELIVERED,,2026-04-09 16:37:50.334,2026-04-09 16:37:51.728,Auto generated dari transaksi TRX-2026-00274. Driver: LATHIEF NUR S
79a0595d-5b37-4bbe-be2b-8c9c409487c1,41b465d7-6e91-401d-b633-5f724d86c440,2026-04-09 00:00:00,"JL. RAYA BERBAH NO. 4 SUMBERKIDUL, KALITIRTO, BERBAH, SLEMAN",4,AB 8839 UF,,DELIVERED,,2026-04-09 16:38:40.458,2026-04-09 16:38:40.583,Auto generated dari transaksi TRX-2026-00275. Driver: LATHIEF NUR S
73005cb0-bbdc-41f1-9cc4-166c4a6d1586,ead56cb8-483a-4da1-905a-b873719e2231,2026-04-09 00:00:00,Bakungan,2,AB 8839 UF,,DELIVERED,,2026-04-09 16:39:18.581,2026-04-09 16:39:18.69,Auto generated dari transaksi TRX-2026-00276. Driver: LATHIEF NUR S
a1c1a3ee-ec02-4e1e-99fe-beddedc60638,0e57267d-db02-4b59-9dae-b76d0c590b55,2026-04-09 00:00:00,Kalasan,2,AB 8839 UF,,DELIVERED,,2026-04-09 16:39:58.905,2026-04-09 16:39:59.161,Auto generated dari transaksi TRX-2026-00277. Driver: LATHIEF NUR S
211ed5c0-2f2b-480d-896c-52f9449f5139,7b422df6-5e82-4d28-b000-0072495c12cb,2026-04-09 00:00:00,Kalasan,1,AB 8839 UF,,DELIVERED,,2026-04-09 16:40:27.489,2026-04-09 16:40:27.66,Auto generated dari transaksi TRX-2026-00278. Driver: LATHIEF NUR S
fd32edc3-fce0-44d1-b9c0-5a05b6605ec9,529c5472-0445-459b-801c-36a36df227d6,2026-04-09 00:00:00,"JL. ANGGREK, KADIROJO II, PURWOMARTANI, KALASAN, SLEMAN",1,AB 8839 UF,,DELIVERED,,2026-04-09 16:41:06.771,2026-04-09 16:41:06.912,Auto generated dari transaksi TRX-2026-00279. Driver: LATHIEF NUR S
4be4fc26-c22e-4a1c-bad5-77289af64db8,5f280fa1-be31-4abc-a4c4-6ecfcbed314f,2026-04-09 00:00:00,"KRINGINAN, TIRTOMARTANI, KALASAN, SLEMAN",5,AB 8839 UF,,DELIVERED,,2026-04-09 16:42:04.395,2026-04-09 16:42:04.551,Auto generated dari transaksi TRX-2026-00280. Driver: LATHIEF NUR S
4a63d082-c8f9-408b-85ad-c86b41f60abc,df7ffb58-c522-48d2-9c3f-7982cea9577f,2026-04-09 00:00:00,"6F92+5FV, Mangunan, Kalitirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",11,AB 8839 UF,,DELIVERED,,2026-04-09 16:42:55.531,2026-04-09 16:43:10.345,Auto generated dari transaksi TRX-2026-00282. Driver: LATHIEF NUR S
5edc734c-452d-456d-8849-477725d74c2a,c49ef5a4-b43a-477a-a986-86e3885494d3,2026-04-09 00:00:00,"JL. JOGJA - SOLO, MANGUNAN, KALITIRTO, BERBAH, SLEMAN",4,AB 8839 UF,,DELIVERED,,2026-04-09 16:44:17.808,2026-04-09 16:44:18.08,Auto generated dari transaksi TRX-2026-00283. Driver: LATHIEF NUR S
84c38cb6-8f81-4c42-ad81-6728066c6612,df6ad5b3-cc38-47ca-b9f3-c47135b92169,2026-04-09 00:00:00,Kalasan,6,AB 8839 UF,,DELIVERED,,2026-04-09 16:44:58.87,2026-04-09 16:44:59.136,Auto generated dari transaksi TRX-2026-00284. Driver: LATHIEF NUR S
a901e582-b485-47ac-89e7-55243552f808,436659a7-f10a-4f38-9e4f-a0de931800fb,2026-04-09 00:00:00,Kalasan,5,AB 8839 UF,,DELIVERED,,2026-04-09 16:46:24.136,2026-04-09 16:46:24.276,Auto generated dari transaksi TRX-2026-00285. Driver: LATHIEF NUR S
7e423e12-c69e-4902-a944-04e1c90a5ad7,8dfa4167-064e-4cd9-b11e-09373baa725c,2026-04-09 00:00:00,Jl.stadion-blotong,6,AB 8839 UF,,DELIVERED,,2026-04-09 16:47:08.536,2026-04-09 16:47:09.838,Auto generated dari transaksi TRX-2026-00286. Driver: LATHIEF NUR S
3e6d989b-d8dc-41bc-bb3c-36d79063d391,2333ffc0-9bb2-417d-891f-97aa3d6387a0,2026-04-09 00:00:00,"KEJAMBON KIDUL, SINDUMARTANI, NGEMPLAK, SLEMAN",5,AB 8839 UF,,DELIVERED,,2026-04-09 16:47:46.296,2026-04-09 16:47:46.486,Auto generated dari transaksi TRX-2026-00287. Driver: LATHIEF NUR S
844df8db-718a-48cc-adc8-ad18fdb6dc98,6044c5ec-f8b7-493e-b14c-91988250e1dc,2026-04-09 00:00:00,"TAMBAKAN, SINDUMARTANI, NGEMPLAK, SLEMAN",15,AB 8839 UF,,DELIVERED,,2026-04-09 16:48:26.975,2026-04-09 16:48:27.178,Auto generated dari transaksi TRX-2026-00288. Driver: LATHIEF NUR S
c3a3178c-ae05-40f1-85a8-2de64ae54d03,64d788e6-bcef-485f-a043-08ef758d8f95,2026-04-09 00:00:00,"BERBAH, TEGALTIRTO, BERBAH, SLEMAN",4,AB 8839 UF,,DELIVERED,,2026-04-09 16:49:06.7,2026-04-09 16:49:06.981,Auto generated dari transaksi TRX-2026-00289. Driver: LATHIEF NUR S
7eb2d3a5-d1bd-47b7-aa42-6cbfe04196f2,77ea3653-ff54-4cb9-b0a7-83451ff619c8,2026-04-09 00:00:00,Wedomartani,2,AB 8839 UF,,DELIVERED,,2026-04-09 16:49:48.66,2026-04-09 16:49:48.8,Auto generated dari transaksi TRX-2026-00290. Driver: LATHIEF NUR S
afa0c318-31fe-449c-9042-75c9512494e1,d68cac88-adfd-404e-8b2e-6c7d6944e095,2026-04-09 00:00:00,"JL. SAMBISARI, PURWOMARTANI, KALASAN, SLEMAN",2,AB 8839 UF,,DELIVERED,,2026-04-09 16:50:39.45,2026-04-09 16:50:39.582,Auto generated dari transaksi TRX-2026-00291. Driver: LATHIEF NUR S
a4321d3a-e1b5-4196-968a-49703e675efa,4a1749de-c46b-468f-9e68-25aa0b72acfb,2026-04-09 00:00:00,"JL. SAMBISARI, PURWOMARTANI, KALASAN, SLEMAN",7,AB 8839 UF,,DELIVERED,,2026-04-09 16:52:08.734,2026-04-09 16:52:08.905,Auto generated dari transaksi TRX-2026-00292. Driver: LATHIEF NUR S
